re_revolution,"RT @MinkysHighjinks: #China's bogus ""competitor"" to Nobel Peace Prize canceled; how about canceling laureate Liu Xiaobo's jail term too? http://t.co/fOAL748w",Sat Oct 01 13:29:52 CDT 2011
paulargenti,Great article on John Sterling: RT @nytimes Voice of Yankees Draws High Ratings and Several Critics nyti.ms/namcvy,Sat Oct 01 13:37:16 CDT 2011
Can_ada,LIBYA: Human Rights Watch issues report on NATO Rebels now using torture. nyti.ms/npjkkf http://t.co/t9VzStgn,Sat Oct 01 13:42:43 CDT 2011
mobilelawyer,Thoughtful column about the Nuremberg Trials--More important than ever  in today's environment. nyti.ms/pwwYbB,Sat Oct 01 13:43:01 CDT 2011
nesticos,Nice! RT @tomwhitby: Here's a GR8 NY Times article in Q&A Format abt #Edchat  #Engchat  & #SSchat Lays it all out very well. nyti.ms/q7YH5a,Sat Oct 01 13:44:37 CDT 2011
exiledsurfer,Read all about it: The Occupied Wall Street Journal debuts with press run of 50 000. nyti.ms/oj0iTF #occupywallstreet,Sat Oct 01 13:50:17 CDT 2011
achariw,RT @exiledsurfer: Read all about it: The Occupied Wall Street Journal debuts with press run of 50 000. nyti.ms/oj0iTF #occupywallstreet,Sat Oct 01 13:51:07 CDT 2011
killavillas,RT @exiledsurfer: Read all about it: The Occupied Wall Street Journal debuts with press run of 50 000. nyti.ms/oj0iTF #occupywallstreet,Sat Oct 01 13:51:30 CDT 2011
litterof6,MT @achariw: Read all about it: The Occupied Wall Street Journal debuts with press run of 50 000. nyti.ms/oj0iTF #occupywallstreet #p2,Sat Oct 01 13:52:12 CDT 2011
LaydeeSarahM,"RT: @Pogue ""Well  it's official: we are medically addicted to our #iPhones. Like we needed a study to tell us..."" nyti.ms/p6WWMR",Sat Oct 01 13:52:53 CDT 2011
birgittaj,Read all about it: The Occupied Wall Street Journal debuts with press run of 50 000. nyti.ms/oj0iTF #occupywallstreet,Sat Oct 01 13:55:26 CDT 2011
zeetung,RT @birgittaj: Read all about it: The Occupied Wall Street Journal debuts with press run of 50 000. nyti.ms/oj0iTF #occupywallstreet,Sat Oct 01 13:57:04 CDT 2011
allisonkilkenny,RT @birgittaj: Read all about it: The Occupied Wall Street Journal debuts with press run of 50 000. nyti.ms/oj0iTF #occupywallstreet,Sat Oct 01 13:57:15 CDT 2011
kittylight,RT @exiledsurfer: Read all about it: The Occupied Wall Street Journal debuts with press run of 50 000. nyti.ms/oj0iTF #occupywallstreet,Sat Oct 01 13:57:52 CDT 2011
spacetimeltd,RT @allisonkilkenny: RT @birgittaj: Read all about it: The Occupied Wall Street Journal debuts with press run of 50 000. nyti.ms/oj0iTF #occupywallstreet,Sat Oct 01 13:58:37 CDT 2011
HIPorg,RT @allisonkilkenny: RT @birgittaj: Read all about it: The Occupied Wall Street Journal debuts with press run of 50 000. nyti.ms/oj0iTF #occupywallstreet,Sat Oct 01 14:01:40 CDT 2011
spread4freedom,RT @allisonkilkenny: RT @birgittaj: Read all about it: The Occupied Wall Street Journal debuts with press run of 50 000. nyti.ms/oj0iTF #occupywallstreet,Sat Oct 01 14:05:28 CDT 2011
paeneultima,RT @birgittaj: Read all about it: The Occupied Wall Street Journal debuts with press run of 50 000. nyti.ms/oj0iTF #occupywallstreet,Sat Oct 01 14:05:39 CDT 2011
GaeMar01,RT @birgittaj: Read all about it: The Occupied Wall Street Journal debuts with press run of 50 000. nyti.ms/oj0iTF #occupywallstreet,Sat Oct 01 14:09:17 CDT 2011
doyzkie,God's blesings cum as a surprise but how much u receive dpends on howmuch ur heart believes!May every1 b blesed beyond ur expectations.nyti,Sat Oct 01 14:13:15 CDT 2011
KimiNoGomi,NYTimes: You Love Your iPhone. Literally. http://nyti.ms/ told you it was an animal! #bunmfs11,Sat Oct 01 14:16:31 CDT 2011
jillz055,RT @AlecBaldwin: RT @jonoatis: NYTimes: Reporter Threatens to Name Names in Phone Hacking Scandal nyti.ms/otPGlz,Sat Oct 01 14:20:06 CDT 2011
Zgur_,RT @NYTimeskrugman: Markets Can Be Very  Very Wrong http://t.co/BUSEcEwe,Sat Oct 01 14:26:48 CDT 2011
pareayh,RT @birgittaj: Read all about it: The Occupied Wall Street Journal debuts with press run of 50 000. nyti.ms/oj0iTF #occupywallstreet,Sat Oct 01 14:27:28 CDT 2011
AnetteR69,"RT @MinkysHighjinks: #China's bogus ""competitor"" to Nobel Peace Prize canceled; how about canceling laureate Liu Xiaobo's jail term too? http://t.co/fOAL748w",Sat Oct 01 14:30:10 CDT 2011
netminnow,RT @AlecBaldwin: RT @jonoatis: NYTimes: Reporter Threatens to Name Names in Phone Hacking Scandal nyti.ms/otPGlz,Sat Oct 01 14:59:04 CDT 2011
amorojewelry,I was just thinking how much I love my macbook air:)  RT @KirstenAlana Ha! @andrewghayes: You Love Your iPhone. Literally: nyti.ms/omQvFa,Sat Oct 01 15:01:44 CDT 2011
chill_gordon,3 800 games called  wow. I heart John Sterling. #Suzyntoo RT @nytimes Voice of Yankees Draws High Ratings and Several Critics nyti.ms/namcvy,Sat Oct 01 15:02:39 CDT 2011
evanasmith,.@governorperry team must be rooting for Christie to run in the same way Mitt team rooting for Palin nyti.ms/nGLzlS #2012,Sat Oct 01 15:10:28 CDT 2011
laura11D,Good lord! The Fat Man Runneth! @nytimes Christie Team Assessing How Fast a 2012 Campaign Could Be Mounted nyti.ms/n7vxbQ,Sat Oct 01 15:23:13 CDT 2011
ehamilt,Is it available online? RT @OccupyWallSt: The Occupied Wall Street Journal debuts with press run of 50 000 nyti.ms/oj0iTF #occupywallstreet,Sat Oct 01 15:23:45 CDT 2011
ghostdansing,Social Contract nyti.ms/q6fZX6 #p2 #p2b #tcot #twisters #thetwisters #anystreet #attackwatch #Tarot #Anarchist #unionthugs,Sat Oct 01 15:30:52 CDT 2011
Martha_PYT,nothing beats being in your own bed on nights like these :) nyti nyt oh so destructive universe..hope u all have a wonderful nyt,Sat Oct 01 15:40:40 CDT 2011
D_ROC707,The New York Times In Greece  Barter Networks Surge nyti.ms/pVlzok,Sat Oct 01 15:52:57 CDT 2011
liawong830,Great read! RT @michaelpollan: The NYT Magazine Food & Drink Issue: nyti.ms/qVtrjw,Sat Oct 01 15:53:36 CDT 2011
CarysBelle,RT @organic_tee: Twitter in a classroom? Yes  it’s reality…. http://nyti.ms/lpqlZ0,Sat Oct 01 15:57:20 CDT 2011
ProtegeeMag,RT @NYTtweets: RT @D_ROC707: The New York Times In Greece  Barter Networks Surge nyti.ms/pVlzok,Sat Oct 01 16:00:38 CDT 2011
AmolHatwar,RT @birgittaj: Read all about it: The Occupied Wall Street Journal debuts with press run of 50 000. nyti.ms/oj0iTF #occupywallstreet,Sat Oct 01 16:01:36 CDT 2011
ghostdansing,Social Contract nyti.ms/q6fZX6 #p2 #p2b #tcot #twisters #thetwisters #anystreet #attackwatch #Tarot #Anarchist #unionthugs,Sat Oct 01 16:04:22 CDT 2011
GransMaster,@KostasVaxevanis ? ?????? ??? ????????????: NYTimes: Battered by Economic Crisis  Greeks Turn to Barter Networks nyti.ms/oMRyPi,Sat Oct 01 16:09:44 CDT 2011
GransMaster,@mignatiou ? ?????? ??? ????????????. NYTimes: Battered by Economic Crisis  Greeks Turn to Barter Networks nyti.ms/oMRyPi,Sat Oct 01 16:10:30 CDT 2011
AllenStairs,"One of the useful things about Scalia is that he provides an exemplar for the term ""piece of work.""  nyti.ms/oSzhiY",Sat Oct 01 16:12:26 CDT 2011
KimiNoGomi,"NYTimes: You Love Your iPhone. Literally. http://nyti.ms/ told you it was an animal! iPad is ""moe"" ie engages neotyny system #benNMFSf11",Sat Oct 01 16:44:16 CDT 2011
Kaymee,RT @WhoDat35 Police Arresting Protesters on Brooklyn Bridge (NYTimes) nyti.ms/nKMCeO #occupywallstreet #news,Sat Oct 01 17:14:18 CDT 2011
keeleychris,if a ragtag youthful protesters bring a dose of accountability & equity 2 fin sys  more power to them nyti.ms/pM4oNd #p2ny @NickKristof #ows,Sat Oct 01 17:18:40 CDT 2011
cageyness,RT @TexasTribune RT @nytimes: The Texas Tribune: In El Paso  a Storm Over Benefits for Gay Partners nyti.ms/pklFG6,Sat Oct 01 17:34:42 CDT 2011
twmitchell0123,Better to educate than incarcerate. RT @nytimespolitics: The Texas Tribune: On Immigrant Tuition  Texans See It Perry’s Way nyti.ms/okZsnC,Sat Oct 01 17:36:55 CDT 2011
rugbyandfitness,How Exercise Can Strengthen the Brain - NYTimes.com http://t.co/xEYS0lG4 Via @rugbyandfitness http://t.co/6GroQ0NZ,Sat Oct 01 17:37:31 CDT 2011
nighbe,"@NickKristof 's ""OccuPie"" : Are they Tahrir on the Hudson? nyti.ms/pM4oNd",Sat Oct 01 17:39:12 CDT 2011
YankeeBeatCheck,Enjoyable! RT @BobKlap Good way to pass the time during the inevitable rain delay nyti.ms/q5Y1wv,Sat Oct 01 17:39:28 CDT 2011
The1pct,Nick  can you go back to writing about Africa? nyti.ms/pM4oNd Charity beginning at home is so awks. #occupywallst,Sat Oct 01 17:42:24 CDT 2011
frmartinsen,Like a toddler who throws his food on the floor. NYTimes om politiets reaksjoner mot #OccupyWallStreet nyti.ms/ocdNlS,Sat Oct 01 17:46:18 CDT 2011
HollyMGray,"This is almost exactly how I feel about #OccupyWallStreet — some more than reasonable demands  some ""huh?"" nyti.ms/pM4oNd",Sat Oct 01 17:48:16 CDT 2011
jessedee,We need to be more like Lady GaGa than Lady Bird Johnson. nyti.ms/j9ZX2r <- a great piece by my rockstar librarian friend @gwynethjones,Sat Oct 01 17:49:55 CDT 2011
Pinup6_2,Even better Thanks!  @MRuff221 RT @VinBioDiesel @Pinup6_2 here it is.. nyti.ms/LNMf,Sat Oct 01 17:58:37 CDT 2011
Foodtrainers,enjoyed @michaelpollan 's Q/A in NYT Magazine Food & Drink Issue but disagree with him on #gluten  wheat has changed nyti.ms/qVtrjw,Sat Oct 01 18:01:21 CDT 2011
daracat,@NYTimes story on #occupywallstreet. Police Arresting Protesters on Brooklyn Bridge nyti.ms/rbV9D0,Sat Oct 01 18:02:50 CDT 2011
Viil,maybe subjects just love communicating? RT: @Cascadia Do you love your iPhone? Brain imaging studies suggest you just might nyti.ms/omQvFa,Sat Oct 01 18:04:03 CDT 2011
Abhishek_Raman,RT @nytjim @NYTimes story on #occupywallstreet. Police Arresting Protesters on Brooklyn Bridge nyti.ms/rbV9D0,Sat Oct 01 18:07:14 CDT 2011
joliclown,Provocateurs? RT @mattchew03 NYT report suggests police misled #OccupyWallSt protestors off legal path before arrests. nyti.ms/nKQAkW,Sat Oct 01 18:09:48 CDT 2011
myleejoseph,"RT @jessedee: ""We need to be more like Lady GaGa than Lady Bird Johnson."" nyti.ms/j9ZX2r <- a great piece by my rockstar librarian friend @gwynethjones",Sat Oct 01 18:13:05 CDT 2011
DougYPark,MT @stanfordcorpgov: Shocking departure from capitalist incentives if U lavish riches on the losers [H-P] says Prf Donohue http://nyti.ms...,Sat Oct 01 18:14:00 CDT 2011
MarlowNYC,"@miasarah RT @NickKristof My column looks at the ""Occupy Wall Street"" protests: Are they Tahrir on the Hudson? nyti.ms/pM4oNd",Sat Oct 01 18:14:53 CDT 2011
LynKeen,Via @alphaleah Protesters report police entrapment onto roadway portions of #BrooklynBridge > nyti.ms/qSzsDh #BKBridge #OWS cc .@forumeditor,Sat Oct 01 18:17:05 CDT 2011
Two_Cranes,"Deja vu RNC08  police arrest protesters on Brooklyn Bridge; NYPD: ""A planned move"" nyti.ms/rbV9D0 & bit.ly/qvZERN #OWS @AnonyOps",Sat Oct 01 18:25:12 CDT 2011
rebelwarrior,RT @NickKristof: If you're depressed about the world or think aid never works  here's a Happy Column  w/ a love story  too  nyti.ms/og922n,Sat Oct 01 18:29:40 CDT 2011
Two_Cranes,@MnIndy Your story from RNC 2008 abt arrests on Marion St bridge is predecessor to NYC story! Two links here nyti.ms/rbV9D0 & bit.ly/qvZERN,Sat Oct 01 18:30:20 CDT 2011
MarvinJames87,NYTimes: Kanye West Show  Shrouded in Silence  Creates a Scene http://t.co/lYAx0Xhi> S/o to Ye! Live UR dreams,Sat Oct 01 18:34:51 CDT 2011
lexinyt,All 103 food questions submitted so far for @michaelpollan are interesting. Which ones should he answer? Vote: nyti.ms/n8AW64,Sat Oct 01 18:44:08 CDT 2011
bridgid10,@nytimes TheNewYorkTimesCityRoom:Police Arresting Protesters on Brooklyn Bridge nyti.ms/nzgj1k ty  for covering the REAL news NYT! @cnnbrk,Sat Oct 01 18:47:28 CDT 2011
NYTmag,Have you submitted a question for @michaelpollan in our Food Issue yet? Submit here & vote for your favorites: nyti.ms/n8AW64,Sat Oct 01 18:48:18 CDT 2011
richarddeitsch,Thought this @TylerKepner piece on Brewers owner Mark Attanasio was terrific: nyti.ms/mZiR26,Sat Oct 01 18:49:02 CDT 2011
h_jasmine,well this is random RT @BreakingNews: Somali gunman kidnap elderly French tourist from Kenya beachside bungalow nyti.ms/nnXXPH,Sat Oct 01 18:50:10 CDT 2011
ADR_Rocks,More Doctorates in Health Care Fight Over Title: nyti.ms/pp92wO /PHD should never be Dr in medical setting find new name 4 degree,Sat Oct 01 18:56:51 CDT 2011
ckaratnytsky,RT @birgittaj: Read all about it: The Occupied Wall Street Journal debuts with press run of 50 000. nyti.ms/oj0iTF #occupywallstreet,Sat Oct 01 19:04:38 CDT 2011
girtgirl,nyti.ms/LNMf stuff going down in the city! #OccupyWallStreet,Sat Oct 01 19:06:13 CDT 2011
poissonjensen,RT @birgittaj: Read all about it: The Occupied Wall Street Journal debuts with press run of 50 000. nyti.ms/oj0iTF #occupywallstreet,Sat Oct 01 19:09:00 CDT 2011
ednapiranha,RT @vanderwal How Did the Robot End Up With My Job?: nyti.ms/niEduo,Sat Oct 01 19:17:09 CDT 2011
mongrol23,RT @birgittaj: Read all about it: The Occupied Wall Street Journal debuts with press run of 50 000. nyti.ms/oj0iTF #occupywallstreet,Sat Oct 01 19:18:16 CDT 2011
Ejperone,RT @nytimes At Bank of America Merrill Lynch  Profits but No Joy nyti.ms/oSxxVr,Sat Oct 01 19:22:23 CDT 2011
Steviedgray,RT @birgittaj: Read all about it: The Occupied Wall Street Journal debuts with press run of 50 000. nyti.ms/oj0iTF #occupywallstreet,Sat Oct 01 19:32:51 CDT 2011
ajwright512,Awesome article in honor of Breast Cancer Awareness Month..Old Ideas Spur New Approaches in Cancer Fight: http://t.co/vnU6sYpr,Sat Oct 01 19:35:48 CDT 2011
Steviedgray,“@birgittaj: Read all about it: The Occupied Wall Street Journal debuts with press run of 50 000. nyti.ms/oj0iTF #occupywallstreet” YES!!,Sat Oct 01 19:36:52 CDT 2011
jgg_bw,"#OccupySF plz read @NickKristof  article nyti.ms/pM4oNd on #OccupyNY ""Tahrir on the Hudson""",Sat Oct 01 19:50:14 CDT 2011
OccupySF,"RT @jgg_bw: #OccupySF plz read @NickKristof  article nyti.ms/pM4oNd on #OccupyNY ""Tahrir on the Hudson""",Sat Oct 01 19:52:44 CDT 2011
NemesisRepublic,@bipolarlioness Police Arrest About 400 Protesters on Brooklyn Bridge - NYTimes.com nyti.ms/oyL7j2,Sat Oct 01 19:55:04 CDT 2011
SuzyMetta4,"RT @jgg_bw: #OccupySF plz read @NickKristof  article nyti.ms/pM4oNd on #OccupyNY ""Tahrir on the Hudson""",Sat Oct 01 19:57:15 CDT 2011
peteds,Surprised RT @JeffreyFeldman NYT hints NYPD might have led protesters off permitted march pathin order to kettle/arrest them  nyti.ms/nKQAkW,Sat Oct 01 19:59:35 CDT 2011
TheAngryindian,RT @occupywallstnyc: Dear @nytimes  you're welcome 4 the livestream. Just send coffee plz #needsoftheoccupiers http://t.co/qlhdxNix...,Sat Oct 01 20:11:07 CDT 2011
leonidkruglyak,Lister had been demonstrating for years how...prevention of infection could save lives  but American Drs ignored his advice nyti.ms/oOdbJU,Sat Oct 01 20:11:28 CDT 2011
feskone,RT @TheAngryindian: RT @occupywallstnyc: Dear @nytimes  you're welcome 4 the livestream. Just send coffee plz #needsoftheoccupiers http://t.co/qlhdxNix...,Sat Oct 01 20:13:14 CDT 2011
thepoliticalcat,RT @TheAngryindian: RT @occupywallstnyc: Dear @nytimes  you're welcome 4 the livestream. Just send coffee plz #needsoftheoccupiers http://t.co/qlhdxNix...,Sat Oct 01 20:16:21 CDT 2011
miriksmit,RT @greenhousenyt: 400 arrested at Brkln Bridge: Follow @nytmetro 4 updates on #OccupyWallStreet developments nyti.ms/qSzsDh,Sat Oct 01 20:16:24 CDT 2011
thedailybanana,How #climate change is affecting forests http://nyti.ms/ #ecology,Sat Oct 01 20:17:36 CDT 2011
meowrz,RT @birgittaj: Read all about it: The Occupied Wall Street Journal debuts with press run of 50 000. nyti.ms/oj0iTF #occupywallstreet,Sat Oct 01 20:19:54 CDT 2011
harrisonsteve,Of course it does! RT @USATODAYcollege Study suggests #iphone stimulates part of brain tied to compassion and love - nyti.ms/mQL4pT,Sat Oct 01 20:24:16 CDT 2011
JackGYoung,“@gramilano: Theatres are dripping in Jewels: NY City Ballet Review: nyti.ms/pQYBwi”,Sat Oct 01 20:27:34 CDT 2011
JackGYoung,RT “@gramilano: Theatres are dripping in Jewels: NY City Ballet Review: nyti.ms/pQYBwi”,Sat Oct 01 20:27:55 CDT 2011
EveEmshwiller,Sobering indeed! RT @keholsinger: Forest death & global warming. A sobering look at the story. NYTimes nyti.ms/rs7qUM,Sat Oct 01 20:28:39 CDT 2011
GriffinClubMerv,NYT Columnist @NickKristof redeems himself for yesterday's ridiculous comparison of #OccupyWallStreet to Tahrir Square here - nyti.ms/o115S0,Sat Oct 01 20:34:20 CDT 2011
Yuricon,RT @NYTMetro: N.Y./Region: Wall Street Protesters Speak nyti.ms/o6Tg2k,Sat Oct 01 20:34:30 CDT 2011
cassian_eaves,RT @Yuricon: RT @NYTMetro: N.Y./Region: Wall Street Protesters Speak nyti.ms/o6Tg2k,Sat Oct 01 20:42:30 CDT 2011
cafefenix,@juanburgos Perry Open to Military Intervention in Mexico's Drug War nyti.ms/oGEnE8,Sat Oct 01 20:42:55 CDT 2011
united_ny,Are the reactions against the protesters finally bringing #MSM attention to #occupywallstreet nyti.ms/pyhuRC #p2,Sat Oct 01 20:43:23 CDT 2011
lobojost,history lesson on nypd response to civil disobedience @NYTMetro RT: For Police  Another Protest Brings Another Overreaction nyti.ms/pKjBOW,Sat Oct 01 20:45:06 CDT 2011
TrendyNutrition,RT @Foodtrainers: enjoyed @michaelpollan 's Q/A in NYT Magazine Food & Drink Issue but disagree with him on #gluten  wheat has changed nyti.ms/qVtrjw,Sat Oct 01 20:48:05 CDT 2011
juanFNDZ,@nytjim @NYTimes Thanks Mr Jim for that #occupywallstreet. Police Arresting Protesters on Brooklyn Bridge nyti.ms/rbV9D0 Guys it's time back,Sat Oct 01 20:50:47 CDT 2011
eliza2854,RT @NYTmag: Have you submitted a question for @michaelpollan in our Food Issue yet? Submit here & vote for your favorites: nyti.ms/n8AW64,Sat Oct 01 20:54:10 CDT 2011
SamShorey,It’s comforting to be seen in our grief  there is a confirmation in it — however awkward - nyti.ms/r4wDZ2 (via @noodlezrulez),Sat Oct 01 20:57:02 CDT 2011
jrhoadley,Measuring Radioactive Elements and Their Effects on Human Cells NYT article from April -http://nyti.ms/qMyFQE,Sat Oct 01 21:20:56 CDT 2011
NKY_KFTC,RT @AlecBaldwin: RT @jonoatis: NYTimes: Reporter Threatens to Name Names in Phone Hacking Scandal nyti.ms/otPGlz,Sat Oct 01 21:27:33 CDT 2011
samdotcom,@dansacher @kristin_frank @dermot100 >> RT @VH1PopUpVideo: #PopUpVideo Retooled for a New Decade: nyti.ms/ocf0mY /cc @VH1 @VH1PR,Sat Oct 01 21:33:31 CDT 2011
CarltonPurvis,Chris Christie’s team gearing up fro presidential run: nyti.ms/mYKxyv via @nytimes,Sat Oct 01 21:41:01 CDT 2011
CarltonPurvis,Chris Christie’s team gearing up for presidential run: nyti.ms/mYKxyv via @nytimes,Sat Oct 01 21:41:12 CDT 2011
